[my_website] Crawled: 12 URLs in 0.76 seconds
[my_website] queue size: 0
         810738 function calls (790128 primitive calls) in 3.783 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       31    0.000    0.000    0.000    0.000 ipaddress.py:1710(_parse_hextet)
        1    0.000    0.000    0.166    0.166 backends.py:1(<module>)
       86    0.000    0.000    0.000    0.000 dataclasses.py:424(<genexpr>)
      4/3    0.000    0.000    1.335    0.445 base_events.py:613(run_until_complete)
        1    0.000    0.000    0.000    0.000 functions.py:115(FunctionElement)
       10    0.000    0.000    0.000    0.000 {method 'flush' of 'Decompress' objects}
        1    0.000    0.000    0.000    0.000 sessions.py:391(__init__)
       12    0.000    0.000    0.000    0.000 small.py:44(_raise_on_directed)
        1    0.000    0.000    0.000    0.000 _immutables_map.py:1(<module>)
       33    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
       34    0.000    0.000    0.000    0.000 queue.py:248(_qsize)
        1    0.000    0.000    0.001    0.001 _interfaces.py:1(<module>)
        4    0.000    0.000    0.000    0.000 _weakrefset.py:37(__init__)
       19    0.000    0.000    0.000    0.000 ipaddress.py:1147(_make_netmask)
       60    0.000    0.000    0.000    0.000 _util.py:222(__init__)
       48    0.000    0.000    0.000    0.000 {method 'seek' of '_io.StringIO' objects}
        1    0.000    0.000    0.000    0.000 pathlib.py:945(Path)
        2    0.000    0.000    0.000    0.000 response.py:253(get)
        5    0.000    0.000    0.000    0.000 base.py:299(<listcomp>)
        3    0.000    0.000    0.000    0.000 registry.py:120(_stored_in_collection)
       25    0.000    0.000    0.000    0.000 ipaddress.py:474(_prefix_from_prefix_string)
        1    0.000    0.000    0.000    0.000 selector_events.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pathlib.py:540(PurePath)
        1    0.000    0.000    0.000    0.000 argparse.py:1(<module>)
        1    0.000    0.000    0.004    0.004 agraph.py:989(clear)
        2    0.000    0.000    0.000    0.000 enum.py:1017(unique)
       21    0.000    0.000    0.002    0.000 tasks.py:302(__wakeup)
        1    0.000    0.000    0.006    0.006 charset.py:1(<module>)
        1    0.000    0.000    0.000    0.000 topological.py:1(<module>)
       26    0.000    0.000    0.000    0.000 {method '__set__' of 'member_descriptor' objects}
        1    0.000    0.000    0.000    0.000 ismags.py:226(ISMAGS)
        9    0.000    0.000    0.006    0.001 _hub_local.py:107(get_hub_noargs)
        1    0.000    0.000    0.000    0.000 projection.py:1(<module>)
      2/1    0.000    0.000    1.336    1.336 main.py:1(<module>)
        1    0.000    0.000    0.000    0.000 zipfile.py:1192(ZipFile)
       33    0.000    0.000    0.000    0.000 futures.py:204(exception)
       11    0.000    0.000    0.021    0.002 frozen importlib._bootstrap_external:1196(exec_module)
       47    0.000    0.000    0.000    0.000 {method 'count' of 'bytes' objects}
        1    0.000    0.000    0.004    0.004 csv.py:165(<listcomp>)
        1    0.000    0.000    0.000    0.000 gzip.py:1(<module>)
       54    0.000    0.000    0.000    0.000 langhelpers.py:637(<lambda>)
        3    0.000    0.000    0.000    0.000 _collections.py:84(__init__)
       54    0.000    0.000    0.000    0.000 langhelpers.py:628(<lambda>)
        1    0.000    0.000    0.001    0.001 lock.py:1(<module>)
        1    0.000    0.000    0.000    0.000 convert.py:1(<module>)
       46    0.000    0.000    0.000    0.000 <string>:1(<lambda>)
        1    0.000    0.000    0.009    0.009 atlas.py:1(<module>)
        3    0.000    0.000    0.000    0.000 {built-in function sys.get_asyncgen_hooks}
        2    0.000    0.000    0.001    0.000 timeout.py:1(<module>)
       17    0.000    0.000    0.000    0.000 watcher.py:279(_watcher_ffi_start_unref)
        1    0.000    0.000    0.000    0.000 connectionpool.py:178(__init__)
        1    0.000    0.000    0.000    0.000 _abstract_linkable.py:1(<module>)
       57    0.000    0.000    0.000    0.000 md.py:378(ratio)
       62    0.000    0.000    0.000    0.000 _util.py:86(<genexpr>)
        1    0.000    0.000    0.000    0.000 streams.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {method 'bind' of '_socket.socket' objects}
        3    0.000    0.000    0.000    0.000 gettext.py:587(translation)
        1    0.000    0.000    0.001    0.001 agraph.py:1261(write)
        1    0.000    0.000    0.000    0.000 laplacianmatrix.py:1(<module>)
       14    0.000    0.000    0.000    0.000 _util.py:226(__get__)
       36    0.000    0.000    0.001    0.000 agraph.py:533(get_edge)
        1    0.000    0.000    0.001    0.001 selectors.py:1(<module>)
       28    0.000    0.000    0.000    0.000 interface.py:319(__eq__)
        1    0.000    0.000    0.000    0.000 {built-in function time.gmtime}
        1    0.000    0.000    0.001    0.001 _addresses.py:1(<module>)
        1    0.000    0.000    0.000    0.000 result.py:909(Result)
        7    0.000    0.000    0.000    0.000 _collections_abc.py:78(_check_methods)
       62    0.000    0.000    0.000    0.000 _pypy_generic_alias.py:25(__origin__)
       24    0.000    0.000    0.000    0.000 message.py:181(is_multipart)
        3    0.000    0.000    0.000    0.000 weakref.py:125(__init__)
        1    0.000    0.000    0.005    0.005 pool.py:1(<module>)
       11    0.000    0.000    0.000    0.000 connection.py:15(is_connection_dropped)
       30    0.000    0.000    0.000    0.000 {built-in function posix.getpid}
        9    0.000    0.000    0.015    0.002 _config.py:54(getter)
        1    0.000    0.000    0.000    0.000 _sqlite3.py:194(Connection)
        1    0.000    0.000    0.017    0.017 gexf.py:1(<module>)
        1    0.000    0.000    0.000    0.000 greenlet.py:177(Greenlet)
       12    0.000    0.000    0.000    0.000 cookiejar.py:1302(_cookie_attrs)
        1    0.000    0.000    0.000    0.000 algebraicconnectivity.py:1(<module>)
       12    0.000    0.000    0.000    0.000 models.py:770(is_redirect)
        1    0.000    0.000    0.000    0.000 client.py:239(HTTPResponse)
       21    0.000    0.000    0.000    0.000 {method 'new_handle' of '_cffi_backend.FFI' objects}
       37    0.000    0.000    0.000    0.000 argparse.py:1370(register)
        1    0.000    0.000    0.000    0.000 __init__.py:324(_SSLSocket)
        1    0.000    0.000    0.002    0.002 maxflow.py:1(<module>)
        1    0.000    0.000    0.000    0.000 argparse.py:1878(_parse_known_args)
        1    0.000    0.000    0.000    0.000 selectable.py:4469(SelectState)
       24    0.000    0.000    0.000    0.000 structures.py:60(__len__)
        1    0.000    0.000    0.000    0.000 binary.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _semaphore.py:1(<module>)
       14    0.000    0.000    0.004    0.000 hashlib.py:127(__get_openssl_constructor)
        1    0.000    0.000    0.013    0.013 filepost.py:1(<module>)
        8    0.000    0.000    0.000    0.000 _compat.py:88(_use_c_impl)
        1    0.000    0.000    0.000    0.000 uu.py:1(<module>)
        2    0.000    0.000    0.000    0.000 core.py:135(_connect)
        1    0.000    0.000    0.000    0.000 idnadata.py:1(<module>)
       12    0.000    0.000    0.000    0.000 models.py:573(prepare_content_length)
        1    0.000    0.000    0.000    0.000 events.py:204(AbstractEventLoop)
        1    0.000    0.000    0.000    0.000 _config.py:585(AresSettingMixin)
        2    0.000    0.000    0.000    0.000 utils.py:268(identify_sig_or_bom)
        7    0.000    0.000    0.000    0.000 md.py:250(__init__)
       22    0.000    0.000    0.000    0.000 _pypy_generic_alias.py:118(_is_typevar)
        1    0.000    0.000    0.000    0.000 ssltransport.py:23(SSLTransport)
        1    0.000    0.000    0.001    0.001 dml.py:385(UpdateBase)
        1    0.000    0.000    0.001    0.001 vf2pp.py:1(<module>)
       37    0.000    0.000    0.000    0.000 _contextvars.py:21(get_context)
        1    0.000    0.000    0.000    0.000 selectable.py:2906(TableClause)
        1    0.000    0.000    0.045    0.045 _request_methods.py:1(<module>)
        1    0.000    0.000    0.000    0.000 generic.py:1(<module>)
        2    0.000    0.000    0.000    0.000 sqltypes.py:1434(_enum_init)
       10    0.000    0.000    0.000    0.000 __init__.py:277(PY_EVP_MD_free)
        1    0.000    0.000    0.027    0.027 misc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 simple_paths.py:1(<module>)
        1    0.000    0.000    0.001    0.001 base64.py:1(<module>)
        1    0.000    0.000    0.000    0.000 isomorph.py:1(<module>)
        1    0.000    0.000    0.004    0.004 naming.py:1(<module>)
       11    0.000    0.000    0.000    0.000 wait.py:74(do_poll)
        1    0.000    0.000    0.000    0.000 ipaddress.py:383(_IPAddressBase)
        1    0.000    0.000    0.000    0.000 schema.py:1500(Column)
        1    0.000    0.000    0.000    0.000 dml.py:115(DMLState)
      172    0.000    0.000    0.000    0.000 enum.py:565(<lambda>)
        1    0.000    0.000    0.000    0.000 dominance.py:1(<module>)
        1    0.000    0.000    0.000    0.000 scraper.py:16(__init__)
        1    0.000    0.000    0.015    0.015 _socketcommon.py:624(_internal_connect)
       24    0.000    0.000    0.000    0.000 graphviz.py:108(agnxtnode)
        1    0.000    0.000    0.000    0.000 graph6.py:1(<module>)
        1    0.000    0.000    0.026    0.026 certificate.py:1(<module>)
        5    0.000    0.000    0.000    0.000 typing.py:371(__getattr__)
        1    0.000    0.000    0.000    0.000 client.py:790(HTTPConnection)
        1    0.000    0.000    0.000    0.000 lambdas.py:502(StatementLambdaElement)
        1    0.000    0.000    0.000    0.000 lambdas.py:732(AnalyzedCode)
        1    0.000    0.000    0.009    0.009 staggered.py:1(<module>)
        1    0.000    0.000    0.001    0.001 ipaddress.py:1(<module>)
       65    0.000    0.000    0.000    0.000 {built-in function time.monotonic}
        1    0.000    0.000    0.000    0.000 connection.py:83(HTTPConnection)
        1    0.000    0.000    0.005    0.005 mimetypes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 calendar.py:54(<listcomp>)
      111    0.000    0.000    0.000    0.000 timeout.py:134(_validate_timeout)
        1    0.000    0.000    0.006    0.006 hub.py:427(__init__)
       12    0.000    0.000    0.000    0.000 cookiejar.py:1295(_cookies_for_request)
       54    0.000    0.000    0.000    0.000 functools.py:484(<genexpr>)
        1    0.000    0.000    0.000    0.000 elements.py:3070(BooleanClauseList)
       12    0.000    0.000    0.000    0.000 timeout.py:249(read_timeout)
        3    0.000    0.000    0.000    0.000 {method 'close' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 loop.py:322(assign_standard_callbacks)
        2    0.000    0.000    0.001    0.000 _py_util.py:1(<module>)
       11    0.000    0.000    0.000    0.000 wait.py:113(wait_for_read)
        1    0.000    0.000    0.000    0.000 type_api.py:1516(TypeDecorator)
       12    0.000    0.000    0.000    0.000 url.py:351(_encode_target)
        1    0.000    0.000    0.000    0.000 backends.py:152(_dispatch)
       12    0.000    0.000    0.000    0.000 parse.py:655(unquote)
        1    0.000    0.000    0.000    0.000 elements.py:5066(CollationClause)
        2    0.000    0.000    0.001    0.001 covering.py:1(<module>)
        1    0.000    0.000    0.000    0.000 disjoint_paths.py:1(<module>)
        1    0.000    0.000    0.000    0.000 group.py:1(<module>)
       19    0.000    0.000    0.000    0.000 enum.py:448(__iter__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1566(_BaseV6)
        3    0.000    0.000    0.000    0.000 __init__.py:1270(_set_verify_mode)
      130    0.000    0.000    0.000    0.000 compat.py:208(<lambda>)
        1    0.000    0.000    0.021    0.021 tracemalloc.py:1(<module>)
        1    0.000    0.000    0.025    0.025 graph_hashing.py:1(<module>)
       15    0.000    0.000    0.000    0.000 watcher.py:286(_watcher_ffi_stop_ref)
        1    0.000    0.000    0.000    0.000 _socketcommon.py:437(SocketMixin)
        5    0.000    0.000    0.000    0.000 _util.py:30(update_wrapper)
        4    0.000    0.000    0.000    0.000 uuid.py:138(__init__)
       40    0.000    0.000    0.000    0.000 __init__.py:228(_releaseLock)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:1(<module>)
        1    0.000    0.000    0.000    0.000 posixpath.py:338(normpath)
        1    0.000    0.000    0.000    0.000 events.py:27(PoolEvents)
       12    0.000    0.000    0.000    0.000 {method 'rstrip' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 events.py:44(ConnectionEvents)
       32    0.000    0.000    0.000    0.000 typing_extensions.py:831(<genexpr>)
        1    0.000    0.000    0.000    0.000 glob.py:1(<module>)
       24    0.000    0.000    0.000    0.000 cookies.py:110(__init__)
        1    0.000    0.000    0.001    0.001 modularity_max.py:1(<module>)
       22    0.000    0.000    0.000    0.000 queue.py:251(_put)
        1    0.000    0.000    0.000    0.000 pprint.py:106(PrettyPrinter)
       27    0.000    0.000    0.000    0.000 {method '__setattr__' of 'Context' objects}
        2    0.000    0.000    0.000    0.000 argparse.py:1450(add_argument_group)
       64    0.000    0.000    0.000    0.000 typing.py:1278(__eq__)
        8    0.000    0.000    0.000    0.000 __init__.py:8(__init__)
        1    0.000    0.000    0.000    0.000 cookies.py:254(Morsel)
        7    0.000    0.000    0.000    0.000 monkey.py:325(__init__)
       46    0.000    0.000    0.000    0.000 {method 'gc' of '_cffi_backend.FFI' objects}
        2    0.000    0.000    0.000    0.000 {built-in function posix.pipe}
      204    0.000    0.000    0.000    0.000 {built-in function _sre.unicode_tolower}
        7    0.000    0.000    0.000    0.000 md.py:66(__init__)
        1    0.000    0.000    0.012    0.012 fields.py:1(<module>)
       12    0.000    0.000    0.000    0.000 {method 'close' of 'HTTPResponse' objects}
       36    0.000    0.000    0.000    0.000 cookiejar.py:44(_debug)
        1    0.000    0.000    0.002    0.002 betweenness.py:1(<module>)
        1    0.000    0.000    0.001    0.001 row.py:50(Row)
       12    0.000    0.000    0.000    0.000 client.py:412(_close_conn)
       22    0.000    0.000    0.000    0.000 declarations.py:588(<listcomp>)
